id,type,token,location,code
1,TRANSLATIONUNITDECLARATION,"/data/00000056/submissions/07514383_21_201106422/sardas.java",,""
2,RECORDDECLARATION,"Node",sardas.java(4:1-21:2),"class Node {
	public boolean visited;
	public double x;
	public double y;
	public LinkedList<Edge> adj;

	Node(double x, double y){
		visited = false;
		this.x = x;
		this.y = y;
		adj = new LinkedList<Edge>();
	}

	public void addEdge (Edge a){
		adj.add(a);

	}
}"
3,RECORDDECLARATION,"Graph",sardas.java(23:1-91:2),"class Graph {
	public LinkedList<Node> nodes; 
	public double ink;

	Graph() {
		nodes = new LinkedList<Node>();
		ink = 0.0;
	}

	public void addNode (Node a) {
		nodes.add(a);
	}

	public void populate() {
		LinkedList<Node> temp = new LinkedList<Node>();
		temp.addAll(nodes);
		Node parent;
		Node aux;
		parent = temp.removeFirst();
		while(!temp.isEmpty()){
			for (Node a : temp) {	
				parent.addEdge(makeEdge(parent,a));
				a.addEdge(makeEdge(a,parent));
			}
			parent = temp.removeFirst();
		}
		
	}

	public Edge makeEdge(Node a, Node b) {
		return new Edge(a,b);
	}


	public double prim(){
		double aux = Double.POSITIVE_INFINITY;
		LinkedList<Node> stuff = new LinkedList<Node>();
		stuff.addAll(nodes);
		LinkedList<Edge> edges = new LinkedList<Edge>();
		Node node = null;
		Edge auxedge = null;
		node = stuff.removeFirst();
		node.visited = true;
			
		while(!stuff.isEmpty()){
			aux = Double.POSITIVE_INFINITY;
			edges.addAll(node.adj);
			for (Edge a : edges) {
				if(!(a.target.visited)){
					if(aux > a.weight) { 
						aux = a.weight;
						auxedge = a;
					}

				}
				

			}
			if (aux != Double.POSITIVE_INFINITY) {
					ink += aux;
					auxedge.target.visited = true;
					node = stuff.remove(stuff.indexOf(auxedge.target));
			}
		}

		return ink;

	}
}"
4,RECORDDECLARATION,"Edge",sardas.java(93:1-107:2),"class Edge {

	public double weight;
	public Node target;
	public Node from;

	Edge (Node from, Node target) {
		this.target = target;
		this.from = from;
		weight = Math.sqrt(Math.pow(from.x - target.x, 2) + Math.pow(from.y - target.y, 2));
	}



}"
5,RECORDDECLARATION,"sardas",sardas.java(110:1-135:2),"public class sardas {

	public static void main (String args[]) {
		Scanner input = new Scanner(System.in);
		Graph g = new Graph();
		double x, y, ink;
		
		int n = input.nextInt();
		
		while (n!=0){
			x = input.nextDouble();
			y = input.nextDouble();
			Node toAdd = new Node(x,y);
			g.addNode(toAdd);
			n--;
		}

		g.populate();

		ink = g.prim();

		System.out.printf(""%.2f\n"", ink);

	}

}"
6,INCLUDEDECLARATION,"java.util",,""
7,INCLUDEDECLARATION,"java.io",,""
8,FIELDDECLARATION,"this",,""
9,METHODDECLARATION,"main",sardas.java(112:2-133:3),"public static void main (String args[]) {
		Scanner input = new Scanner(System.in);
		Graph g = new Graph();
		double x, y, ink;
		
		int n = input.nextInt();
		
		while (n!=0){
			x = input.nextDouble();
			y = input.nextDouble();
			Node toAdd = new Node(x,y);
			g.addNode(toAdd);
			n--;
		}

		g.populate();

		ink = g.prim();

		System.out.printf(""%.2f\n"", ink);

	}"
10,CONSTRUCTORDECLARATION,"sardas",,""
11,VARIABLEDECLARATION,"this",,""
12,COMPOUNDSTATEMENT,"",sardas.java(112:42-133:3),"{
		Scanner input = new Scanner(System.in);
		Graph g = new Graph();
		double x, y, ink;
		
		int n = input.nextInt();
		
		while (n!=0){
			x = input.nextDouble();
			y = input.nextDouble();
			Node toAdd = new Node(x,y);
			g.addNode(toAdd);
			n--;
		}

		g.populate();

		ink = g.prim();

		System.out.printf(""%.2f\n"", ink);

	}"
13,PARAMVARIABLEDECLARATION,"args",sardas.java(112:27-112:40),"String args[]"
14,DECLAREDREFERENCEEXPRESSION,"System",sardas.java(113:31-113:37),"System"
15,RETURNSTATEMENT,"",,""
16,DECLARATIONSTATEMENT,"",sardas.java(113:3-113:42),"Scanner input = new Scanner(System.in);"
17,DECLARATIONSTATEMENT,"",sardas.java(114:3-114:25),"Graph g = new Graph();"
18,DECLARATIONSTATEMENT,"",sardas.java(115:3-115:20),"double x, y, ink;"
19,DECLARATIONSTATEMENT,"",sardas.java(117:3-117:27),"int n = input.nextInt();"
20,WHILESTATEMENT,"",sardas.java(119:3-125:4),"while (n!=0){
			x = input.nextDouble();
			y = input.nextDouble();
			Node toAdd = new Node(x,y);
			g.addNode(toAdd);
			n--;
		}"
21,MEMBERCALLEXPRESSION,"populate",sardas.java(127:3-127:16),"g.populate();"
22,BINARYOPERATOR,"=",sardas.java(129:3-129:18),"ink = g.prim();"
23,MEMBERCALLEXPRESSION,"printf",sardas.java(131:3-131:36),"System.out.printf(""%.2f\n"", ink);"
24,VARIABLEDECLARATION,"input",sardas.java(113:11-113:41),"input = new Scanner(System.in)"
25,VARIABLEDECLARATION,"g",sardas.java(114:9-114:24),"g = new Graph()"
26,VARIABLEDECLARATION,"x",sardas.java(115:10-115:11),"x"
27,VARIABLEDECLARATION,"y",sardas.java(115:13-115:14),"y"
28,VARIABLEDECLARATION,"ink",sardas.java(115:16-115:19),"ink"
29,VARIABLEDECLARATION,"n",sardas.java(117:7-117:26),"n = input.nextInt()"
30,CONSTRUCTEXPRESSION,"",sardas.java(114:13-114:24),"new Graph()"
31,UNINITIALIZEDVALUE,"Uninitialized Value",,""
32,UNINITIALIZEDVALUE,"Uninitialized Value",,""
33,DECLAREDREFERENCEEXPRESSION,"ink",sardas.java(129:3-129:6),"ink"
34,MEMBERCALLEXPRESSION,"prim",sardas.java(129:9-129:17),"g.prim()"
35,DECLAREDREFERENCEEXPRESSION,"System",sardas.java(131:3-131:9),"System"
36,DECLAREDREFERENCEEXPRESSION,"prim",sardas.java(129:11-129:15),"prim"
37,METHODDECLARATION,"prim",,""
38,DECLAREDREFERENCEEXPRESSION,"g",sardas.java(129:9-129:10),"g"
39,BINARYOPERATOR,"!=",sardas.java(119:10-119:14),"n!=0"
40,COMPOUNDSTATEMENT,"",sardas.java(119:15-125:4),"{
			x = input.nextDouble();
			y = input.nextDouble();
			Node toAdd = new Node(x,y);
			g.addNode(toAdd);
			n--;
		}"
41,DECLAREDREFERENCEEXPRESSION,"x",sardas.java(120:4-120:5),"x"
42,DECLAREDREFERENCEEXPRESSION,"g",sardas.java(127:3-127:4),"g"
43,BINARYOPERATOR,"=",sardas.java(120:4-120:27),"x = input.nextDouble();"
44,BINARYOPERATOR,"=",sardas.java(121:4-121:27),"y = input.nextDouble();"
45,DECLARATIONSTATEMENT,"",sardas.java(122:4-122:31),"Node toAdd = new Node(x,y);"
46,MEMBERCALLEXPRESSION,"addNode",sardas.java(123:4-123:21),"g.addNode(toAdd);"
47,UNARYOPERATOR,"--",sardas.java(124:4-124:8),"n--;"
48,VARIABLEDECLARATION,"toAdd",sardas.java(122:9-122:30),"toAdd = new Node(x,y)"
49,DECLAREDREFERENCEEXPRESSION,"n",sardas.java(119:10-119:11),"n"
50,DECLAREDREFERENCEEXPRESSION,"y",sardas.java(121:4-121:5),"y"
51,MEMBERCALLEXPRESSION,"nextDouble",sardas.java(121:8-121:26),"input.nextDouble()"
52,DECLAREDREFERENCEEXPRESSION,"x",sardas.java(122:26-122:27),"x"
53,DECLAREDREFERENCEEXPRESSION,"input",sardas.java(121:8-121:13),"input"
54,DECLAREDREFERENCEEXPRESSION,"nextDouble",sardas.java(121:14-121:24),"nextDouble"
55,DECLAREDREFERENCEEXPRESSION,"g",sardas.java(123:4-123:5),"g"
56,DECLAREDREFERENCEEXPRESSION,"n",sardas.java(124:4-124:5),"n"
57,DECLAREDREFERENCEEXPRESSION,"addNode",sardas.java(123:6-123:13),"addNode"
58,METHODDECLARATION,"addNode",,""
59,DECLAREDREFERENCEEXPRESSION,"toAdd",sardas.java(123:14-123:19),"toAdd"
60,PARAMVARIABLEDECLARATION,"node0",,""
61,MEMBERCALLEXPRESSION,"nextDouble",sardas.java(120:8-120:26),"input.nextDouble()"
62,DECLAREDREFERENCEEXPRESSION,"input",sardas.java(120:8-120:13),"input"
63,DECLAREDREFERENCEEXPRESSION,"nextDouble",sardas.java(120:14-120:24),"nextDouble"
64,NEWEXPRESSION,"",sardas.java(122:17-122:30),"new Node(x,y)"
65,CONSTRUCTEXPRESSION,"",sardas.java(122:17-122:30),"new Node(x,y)"
66,CONSTRUCTORDECLARATION,"Node",,""
67,DECLAREDREFERENCEEXPRESSION,"y",sardas.java(122:28-122:29),"y"
68,PARAMVARIABLEDECLARATION,"double1",,""
69,PARAMVARIABLEDECLARATION,"double0",,""
70,LITERAL,"",sardas.java(119:13-119:14),"0"
71,DECLAREDREFERENCEEXPRESSION,"printf",sardas.java(131:14-131:20),"printf"
72,DECLAREDREFERENCEEXPRESSION,"ink",sardas.java(131:31-131:34),"ink"
73,LITERAL,"",sardas.java(131:21-131:29),"""%.2f\n"""
74,MEMBEREXPRESSION,"out",sardas.java(131:3-131:13),"System.out"
75,NEWEXPRESSION,"",sardas.java(113:19-113:41),"new Scanner(System.in)"
76,CONSTRUCTEXPRESSION,"",sardas.java(113:19-113:41),"new Scanner(System.in)"
77,MEMBEREXPRESSION,"in",sardas.java(113:31-113:40),"System.in"
78,UNINITIALIZEDVALUE,"Uninitialized Value",,""
79,DECLAREDREFERENCEEXPRESSION,"input",sardas.java(117:11-117:16),"input"
80,NEWEXPRESSION,"",sardas.java(114:13-114:24),"new Graph()"
81,CONSTRUCTORDECLARATION,"Graph",,""
82,MEMBERCALLEXPRESSION,"nextInt",sardas.java(117:11-117:26),"input.nextInt()"
83,DECLAREDREFERENCEEXPRESSION,"nextInt",sardas.java(117:17-117:24),"nextInt"
84,DECLAREDREFERENCEEXPRESSION,"populate",sardas.java(127:5-127:13),"populate"
85,METHODDECLARATION,"populate",,""
86,FIELDDECLARATION,"this",,""
87,FIELDDECLARATION,"nodes",sardas.java(24:2-24:32),"nodes"
88,FIELDDECLARATION,"ink",sardas.java(25:2-25:20),"ink"
89,METHODDECLARATION,"addNode",sardas.java(32:2-34:3),"public void addNode (Node a) {
		nodes.add(a);
	}"
90,METHODDECLARATION,"populate",sardas.java(36:2-50:3),"public void populate() {
		LinkedList<Node> temp = new LinkedList<Node>();
		temp.addAll(nodes);
		Node parent;
		Node aux;
		parent = temp.removeFirst();
		while(!temp.isEmpty()){
			for (Node a : temp) {	
				parent.addEdge(makeEdge(parent,a));
				a.addEdge(makeEdge(a,parent));
			}
			parent = temp.removeFirst();
		}
		
	}"
91,METHODDECLARATION,"makeEdge",sardas.java(52:2-54:3),"public Edge makeEdge(Node a, Node b) {
		return new Edge(a,b);
	}"
92,METHODDECLARATION,"prim",sardas.java(57:2-90:3),"public double prim(){
		double aux = Double.POSITIVE_INFINITY;
		LinkedList<Node> stuff = new LinkedList<Node>();
		stuff.addAll(nodes);
		LinkedList<Edge> edges = new LinkedList<Edge>();
		Node node = null;
		Edge auxedge = null;
		node = stuff.removeFirst();
		node.visited = true;
			
		while(!stuff.isEmpty()){
			aux = Double.POSITIVE_INFINITY;
			edges.addAll(node.adj);
			for (Edge a : edges) {
				if(!(a.target.visited)){
					if(aux > a.weight) { 
						aux = a.weight;
						auxedge = a;
					}

				}
				

			}
			if (aux != Double.POSITIVE_INFINITY) {
					ink += aux;
					auxedge.target.visited = true;
					node = stuff.remove(stuff.indexOf(auxedge.target));
			}
		}

		return ink;

	}"
93,CONSTRUCTORDECLARATION,"Graph",sardas.java(27:2-30:3),"Graph() {
		nodes = new LinkedList<Node>();
		ink = 0.0;
	}"
94,VARIABLEDECLARATION,"this",,""
95,COMPOUNDSTATEMENT,"",sardas.java(32:31-34:3),"{
		nodes.add(a);
	}"
96,PARAMVARIABLEDECLARATION,"a",sardas.java(32:23-32:29),"Node a"
97,DECLAREDREFERENCEEXPRESSION,"this",sardas.java(33:3-33:8),"this"
98,RETURNSTATEMENT,"",,""
99,MEMBERCALLEXPRESSION,"add",sardas.java(33:3-33:16),"nodes.add(a);"
100,DECLAREDREFERENCEEXPRESSION,"add",sardas.java(33:9-33:12),"add"
101,DECLAREDREFERENCEEXPRESSION,"a",sardas.java(33:13-33:14),"a"
102,MEMBEREXPRESSION,"nodes",sardas.java(33:3-33:8),"nodes"
103,VARIABLEDECLARATION,"this",,""
