id,type,token,location,code
1,TRANSLATIONUNITDECLARATION,"/data/00000019/submissions/01495219_Sociologia_up200908303/Sociologia.java",,""
2,RECORDDECLARATION,"Vertice",Sociologia.java(5:1-26:2),"class Vertice {
	int aluno;
	int[] amigos;
	LinkedList<Integer> tamigos = new LinkedList<Integer>();
	int namigos;
	int cor;
	int tempo;
	
	Vertice(int aluno, int namigos) {
		this.aluno = aluno;
		this.amigos = new int[namigos];
	}
	
	void adicionaAmigo(int amigo) {
		amigos[namigos] = amigo;
		namigos++;
	}
	
	void adicionarAmigoTransposto(int amigo) {
		tamigos.add(amigo);
	}
}"
3,RECORDDECLARATION,"Sociologia",Sociologia.java(29:1-156:2),"public class Sociologia {
	private static Scanner in = new Scanner(System.in);
	private static int tempo;
	private static Stack<Integer> pilha = new Stack<Integer>();
	private static LinkedList<Integer> arvore;
	private static int grupos = 0;
	private static int sozinhos = 0;
	
	public static void main(String args[]) {
		
		int ncasos = in.nextInt();
		for(int i = 1; i < ncasos+1; i++) {
			int nalunos = in.nextInt();
			Vertice vertices[] = new Vertice[nalunos];
			vertices = recolherDados(nalunos, vertices);
			vertices = ordenar(vertices);
			vertices = DFS(vertices);
			
			vertices = calcularTransposta(vertices);
			DFS_invertido(vertices);
			
			System.out.println(""Caso #"" + i + ""\n"" + grupos + "" "" + sozinhos);
		}
		
		
	}
	
	
	private static void DFS_invertido(Vertice[] vertices) {
		grupos = 0;
		sozinhos = 0;
		Vertice u;
		for(Vertice v: vertices) {
			v.cor = 0;
		}
		while(!pilha.isEmpty()) {
			u = vertices[pilha.pop()-1];
			arvore = new LinkedList<Integer>();
			if(u.cor == 0) {
				arvore.add(u.aluno);
				vertices = DFS_visit_invertido(u, vertices);
			}
			
			if(arvore.size() >= 4)
				grupos++;
			else {sozinhos = sozinhos + arvore.size();}
		}
	}
	
	private static Vertice[] DFS_visit_invertido(Vertice v, Vertice[] vertices) {
		v.cor = 1;
		for(int amigo: v.tamigos) {
			if(vertices[amigo-1].cor == 0) {
				arvore.add(amigo);
				vertices = DFS_visit_invertido(vertices[amigo-1], vertices);
			}
		}
		return vertices;
	}
	
	
	
	
	private static Vertice[] calcularTransposta(Vertice[] vertices) {
		for(Vertice v: vertices) {
			for(int aluno: v.amigos) {
				vertices[aluno-1].adicionarAmigoTransposto(v.aluno);
			}
		}
		return vertices;
	}
	
	private static Vertice[] ordenar(Vertice[] vertices) {
		for(int i = 0; i < vertices.length-1; i++) {
			if(vertices[i+1].aluno < vertices[i].aluno) {
				Vertice temp = vertices[i];
				vertices[i] = vertices[i+1];
				vertices[i+1] = temp;
			}
		}
		return vertices;
	}
	
	
	
	private static Vertice[] DFS(Vertice[] vertices) {
		for(Vertice v: vertices) {
			v.cor = 0;
			v.tempo = 0;
		}
		tempo = 0;
		for(Vertice v: vertices) {
			if(v.cor == 0) {
				vertices = DFS_visit(v, vertices);
			}
		}
		return vertices;
	}
	
	private static Vertice[] DFS_visit(Vertice v, Vertice[] vertices) {
		v.cor = 1;
		tempo++;
		v.tempo = tempo;
		
		for(int amigo: v.amigos) {
			if(vertices[amigo-1].cor == 0) {
				vertices = DFS_visit(vertices[amigo-1], vertices);
			}
		}
		tempo++;
		v.tempo = tempo; 
		pilha.push(v.aluno);
		return vertices;
	}
	
	private static Vertice[] recolherDados(int nalunos, Vertice[] vertices) {
		for(int j = 0; j < nalunos; j++) {
			int id = in.nextInt();
			int namigos = in.nextInt();
			vertices[j] = new Vertice(id, namigos);
			for(int h = 0; h < namigos; h++) {
				vertices[j].adicionaAmigo(in.nextInt());
			}	
			
		}
		return vertices;
	}
}"
4,INCLUDEDECLARATION,"java.util.LinkedList",,""
5,INCLUDEDECLARATION,"java.util.Scanner",,""
6,INCLUDEDECLARATION,"java.util.Stack",,""
7,FIELDDECLARATION,"this",,""
8,FIELDDECLARATION,"aluno",Sociologia.java(6:2-6:12),"aluno"
9,FIELDDECLARATION,"amigos",Sociologia.java(7:2-7:15),"amigos"
10,FIELDDECLARATION,"tamigos",Sociologia.java(8:2-8:58),"tamigos = new LinkedList<Integer>()"
11,FIELDDECLARATION,"namigos",Sociologia.java(9:2-9:14),"namigos"
12,FIELDDECLARATION,"cor",Sociologia.java(10:2-10:10),"cor"
13,FIELDDECLARATION,"tempo",Sociologia.java(11:2-11:12),"tempo"
14,METHODDECLARATION,"adicionaAmigo",Sociologia.java(18:2-21:3),"void adicionaAmigo(int amigo) {
		amigos[namigos] = amigo;
		namigos++;
	}"
15,METHODDECLARATION,"adicionarAmigoTransposto",Sociologia.java(23:2-25:3),"void adicionarAmigoTransposto(int amigo) {
		tamigos.add(amigo);
	}"
16,CONSTRUCTORDECLARATION,"Vertice",Sociologia.java(13:2-16:3),"Vertice(int aluno, int namigos) {
		this.aluno = aluno;
		this.amigos = new int[namigos];
	}"
17,COMPOUNDSTATEMENT,"",Sociologia.java(13:34-16:3),"{
		this.aluno = aluno;
		this.amigos = new int[namigos];
	}"
18,PARAMVARIABLEDECLARATION,"aluno",Sociologia.java(13:10-13:19),"int aluno"
19,PARAMVARIABLEDECLARATION,"namigos",Sociologia.java(13:21-13:32),"int namigos"
20,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(14:3-14:7),"this"
21,RETURNSTATEMENT,"",,""
22,BINARYOPERATOR,"=",Sociologia.java(14:3-14:22),"this.aluno = aluno;"
23,BINARYOPERATOR,"=",Sociologia.java(15:3-15:34),"this.amigos = new int[namigos];"
24,MEMBEREXPRESSION,"aluno",Sociologia.java(14:3-14:13),"this.aluno"
25,DECLAREDREFERENCEEXPRESSION,"aluno",Sociologia.java(14:16-14:21),"aluno"
26,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(15:3-15:7),"this"
27,MEMBEREXPRESSION,"amigos",Sociologia.java(15:3-15:14),"this.amigos"
28,ARRAYCREATIONEXPRESSION,"",Sociologia.java(15:17-15:33),"new int[namigos]"
29,DECLAREDREFERENCEEXPRESSION,"namigos",Sociologia.java(15:25-15:32),"namigos"
30,VARIABLEDECLARATION,"this",,""
31,COMPOUNDSTATEMENT,"",Sociologia.java(18:32-21:3),"{
		amigos[namigos] = amigo;
		namigos++;
	}"
32,PARAMVARIABLEDECLARATION,"amigo",Sociologia.java(18:21-18:30),"int amigo"
33,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(19:3-19:9),"this"
34,RETURNSTATEMENT,"",,""
35,BINARYOPERATOR,"=",Sociologia.java(19:3-19:27),"amigos[namigos] = amigo;"
36,UNARYOPERATOR,"++",Sociologia.java(20:3-20:13),"namigos++;"
37,MEMBEREXPRESSION,"namigos",Sociologia.java(20:3-20:10),"namigos"
38,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(20:3-20:10),"this"
39,ARRAYSUBSCRIPTIONEXPRESSION,"",Sociologia.java(19:3-19:18),"amigos[namigos]"
40,DECLAREDREFERENCEEXPRESSION,"amigo",Sociologia.java(19:21-19:26),"amigo"
41,MEMBEREXPRESSION,"amigos",Sociologia.java(19:3-19:9),"amigos"
42,MEMBEREXPRESSION,"namigos",Sociologia.java(19:10-19:17),"namigos"
43,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(19:10-19:17),"this"
44,VARIABLEDECLARATION,"this",,""
45,COMPOUNDSTATEMENT,"",Sociologia.java(23:43-25:3),"{
		tamigos.add(amigo);
	}"
46,PARAMVARIABLEDECLARATION,"amigo",Sociologia.java(23:32-23:41),"int amigo"
47,DECLAREDREFERENCEEXPRESSION,"this",Sociologia.java(24:3-24:10),"this"
48,RETURNSTATEMENT,"",,""
49,MEMBERCALLEXPRESSION,"add",Sociologia.java(24:3-24:22),"tamigos.add(amigo);"
50,DECLAREDREFERENCEEXPRESSION,"add",Sociologia.java(24:11-24:14),"add"
51,DECLAREDREFERENCEEXPRESSION,"amigo",Sociologia.java(24:15-24:20),"amigo"
52,MEMBEREXPRESSION,"tamigos",Sociologia.java(24:3-24:10),"tamigos"
53,NEWEXPRESSION,"",Sociologia.java(8:32-8:57),"new LinkedList<Integer>()"
54,CONSTRUCTEXPRESSION,"",Sociologia.java(8:32-8:57),"new LinkedList<Integer>()"
55,FIELDDECLARATION,"this",,""
56,FIELDDECLARATION,"in",Sociologia.java(30:2-30:53),"in = new Scanner(System.in)"
57,FIELDDECLARATION,"tempo",Sociologia.java(31:2-31:27),"tempo"
