filename,operation,off score,on score,line count
None,None,1.0,1.0,101
sardas.java,insert line 35: `int intInput;` on try 0,0.996415770609319,1.0,101
sardas.java,insert line 40: `int index = 0;` on try 0,0.9428571428571428,1.0,101
sardas.java,insert line 30: `int min;` on try 0,0.8896797153024911,1.0,101
sardas.java,insert line 98: `int max;` on try 0,0.8297872340425532,1.0,101
sardas.java,insert line 89: `int min;` on try 0,0.8268551236749117,1.0,101
sardas.java,insert line 60: `int j = 0;` on try 0,0.823943661971831,1.0,101
sardas.java,insert line 57: `int min;` on try 0,0.7929824561403509,1.0,101
sardas.java,insert line 26: `boolean done = false;` on try 0,0.7552447552447552,1.0,101
sardas.java,insert line 73: `boolean done = false;` on try 0,0.7526132404181185,1.0,101
sardas.java,insert line 86: `boolean done = false;` on try 0,0.75,1.0,101
sardas.java,insert line 72: `boolean debug = false;` on try 0,0.740484429065744,1.0,101
sardas.java,insert line 66: `boolean debug = false;` on try 1,0.6689655172413793,1.0,101
sardas.java,insert line 71: `boolean debug = false;` on try 0,0.6666666666666666,1.0,101
sardas.java,insert line 16: `int min;` on try 0,0.6643835616438356,1.0,101
sardas.java,insert line 94: `boolean debug = false;` on try 0,0.5938566552901023,1.0,101
sardas.java,insert line 34: `int count = 0;` on try 0,0.5918367346938775,1.0,101
sardas.java,insert line 15: `boolean done = false;` on try 0,0.5830508474576271,1.0,101
sardas.java,insert line 82: `int intInput;` on try 0,0.5540540540540541,1.0,101
sardas.java,insert line 115: `double w;` on try 0,0.5521885521885522,1.0,101
sardas.java,insert line 84: `int max;` on try 0,0.5436241610738255,1.0,101
sardas.java,insert line 81: `int index = 0;` on try 0,0.5418060200668896,1.0,101
sardas.java,insert line 48: `boolean debug = false;` on try 0,0.52,1.0,101
sardas.java,"insert line 72: `int x, y;` on try 0",0.5165562913907285,1.0,101
sardas.java,insert line 56: `int count = 0;` on try 0,0.46204620462046203,1.0,101
sardas.java,insert line 90: `int max;` on try 0,0.45394736842105265,1.0,101
sardas.java,"insert line 112: `String output = """";` on try 2",0.419672131147541,1.0,101
sardas.java,insert line 111: `int count = 0;` on try 1,0.41830065359477125,1.0,101
sardas.java,insert line 119: `boolean check;` on try 0,0.41042345276872966,1.0,101
sardas.java,insert line 51: `boolean debug = false;` on try 0,0.3961038961038961,1.0,101
sardas.java,insert line 11: `int index = 0;` on try 0,0.3559870550161812,1.0,101
sardas.java,insert line 103: `int index = 0;` on try 0,0.3548387096774194,1.0,101
sardas.java,insert line 43: `int index = 0;` on try 1,0.3536977491961415,1.0,101
sardas.java,"insert line 33: `int x, y;` on try 0",0.3514376996805112,1.0,101
sardas.java,insert line 120: `boolean debug = false;` on try 1,0.33121019108280253,1.0,101
sardas.java,insert line 10: `double w;` on try 0,0.3238095238095238,1.0,101
sardas.java,insert line 123: `String[] messages;` on try 0,0.3227848101265823,1.0,101
sardas.java,insert line 135: `int index = 0;` on try 0,0.3217665615141956,1.0,101
sardas.java,insert line 75: `int index = 0;` on try 1,0.32075471698113206,1.0,101
sardas.java,insert line 63: `double w;` on try 1,0.31974921630094044,1.0,101
sardas.java,insert line 75: `boolean done = false;` on try 0,0.31875,1.0,101
sardas.java,insert line 32: `int min;` on try 1,0.3177570093457944,1.0,101
sardas.java,insert line 48: `String[] messages;` on try 0,0.3167701863354037,1.0,101
sardas.java,insert line 142: `int max;` on try 2,0.3157894736842105,1.0,101
sardas.java,insert line 68: `int indexOfField;` on try 1,0.3148148148148148,1.0,101
sardas.java,insert line 27: `String[] messages;` on try 1,0.24,1.0,101
sardas.java,insert line 76: `String[] messages;` on try 2,0.2392638036809816,1.0,101
sardas.java,insert line 134: `double w;` on try 1,0.23853211009174313,1.0,101
sardas.java,insert line 116: `int i = 0;` on try 1,0.23780487804878048,1.0,101
sardas.java,insert line 15: `boolean done = false;` on try 2,0.23708206686930092,1.0,101
sardas.java,insert line 30: `int index = 0;` on try 0,0.23636363636363636,1.0,101
sardas.java,insert line 127: `boolean done = false;` on try 0,0.18126888217522658,1.0,101
sardas.java,insert line 46: `double w;` on try 1,0.18072289156626506,1.0,101
sardas.java,insert line 44: `int j = 0;` on try 3,0.18018018018018017,1.0,101
sardas.java,insert line 66: `int i = 0;` on try 1,0.12574850299401197,1.0,101
sardas.java,insert line 14: `int count = 0;` on try 0,0.1253731343283582,1.0,101
sardas.java,"insert line 98: `String output = """";` on try 1",0.125,1.0,101
sardas.java,insert line 9: `int i = 0;` on try 3,0.11869436201780416,1.0,101
sardas.java,insert line 29: `boolean debug = false;` on try 0,0.11834319526627218,1.0,101
sardas.java,insert line 96: `int max;` on try 4,0.11799410029498525,1.0,101
sardas.java,insert line 58: `int max;` on try 6,0.11764705882352941,1.0,101
sardas.java,insert line 146: `int index = 0;` on try 4,0.11730205278592376,1.0,101
sardas.java,insert line 154: `int j = 0;` on try 1,0.11695906432748537,1.0,101
sardas.java,insert line 99: `int max;` on try 2,0.11661807580174927,1.0,101
sardas.java,insert line 159: `count++;` on try 5,0.11627906976744186,1.0,101
sardas.java,insert line 62: `int max;` on try 4,0.11594202898550725,1.0,101
