id,type,token,location,code
1,TRANSLATIONUNITDECLARATION,"/data/00000056/submissions/07779631_21_200908475/prob21.java",,""
2,RECORDDECLARATION,"Node",prob21.java(8:1-24:2),"class Node implements Comparable<Node>{
	double w;
	int from; 
	int to; 

	Node(double w, int from, int to){
		this.w = w;
		this.from = from;
		this.to = to;
	}

	public int compareTo(Node o) {
		
		return Double.compare(this.w, o.w);
	}

}"
3,RECORDDECLARATION,"prob21",prob21.java(27:1-123:2),"public class prob21{
	static List<Node> nodelist;
	static int n;
	static int [] pset;
	static int [] rank;

	//create the set
	static void makeSet(int n1){
		pset = new int[n1];
		rank = new int[n1];
		for(int i = 0; i < n1; i++){
			pset[i] = i;
			rank[i] = 0;
		}
	}

	//search the set
	static int findSet(int i){
		if(i!=pset[i]) {
			pset[i] = findSet(pset[i]);
		}
		return pset[i];
	}

	//is it the same set?

	static boolean isSameSet(int i, int j){
		return findSet(i) == findSet(j);

	}

	//Union.

	static void Union(int i, int j){
		int xRz = findSet(i);
		int yRz = findSet(j);


		if(rank[xRz] > rank[yRz])
			pset[yRz] = xRz;
		else {
			pset[xRz] = yRz;
			if(rank[xRz] == rank[yRz])
				++rank[yRz];
		}


	}

	//algoritmo de kruskall
	static double kruskall(){

		double cost = 0;
		makeSet(n);
		Collections.sort(nodelist);
		for(int i = 0; i < nodelist.size(); ++i){
			Node node = nodelist.get(i);
			if(!isSameSet(node.from, node.to)) {
				Union(node.from, node.to);
				cost += node.w;
			}
		}
		return cost;
	}


	public static void main(String [] args) throws IOException {
		Scanner in = new Scanner(System.in);

		n = in.nextInt();
		double [] xcord = new double[n]; 
		double [] ycord = new double[n]; 
		nodelist = new ArrayList<Node>();

		//splits the string and transforms into doubles
		for(int i = 0; i < n; ++i){
			xcord[i]=in.nextDouble();
			ycord[i]=in.nextDouble();
		}

		for (int i = 0; i < n-1; ++i){
			for(int j = i+1; j < n; ++j){
				double dx = xcord[i] - xcord[j];
				double dy = ycord[i] - ycord[j];
				double d = Math.sqrt(dx*dx + dy*dy);

				nodelist.add(new Node(d,i,j));
				nodelist.add(new Node(d,j,i));
			}
		}
		System.out.println(String.format(""%.2f"", kruskall()));
	}

	


}"
4,INCLUDEDECLARATION,"java.io",,""
5,INCLUDEDECLARATION,"java.util",,""
6,FIELDDECLARATION,"this",,""
7,FIELDDECLARATION,"w",prob21.java(9:2-9:11),"w"
8,FIELDDECLARATION,"from",prob21.java(10:2-10:11),"from"
9,FIELDDECLARATION,"to",prob21.java(11:2-11:9),"to"
10,METHODDECLARATION,"compareTo",prob21.java(19:2-22:3),"public int compareTo(Node o) {
		
		return Double.compare(this.w, o.w);
	}"
11,CONSTRUCTORDECLARATION,"Node",prob21.java(13:2-17:3),"Node(double w, int from, int to){
		this.w = w;
		this.from = from;
		this.to = to;
	}"
12,VARIABLEDECLARATION,"this",,""
13,COMPOUNDSTATEMENT,"",prob21.java(19:31-22:3),"{
		
		return Double.compare(this.w, o.w);
	}"
14,PARAMVARIABLEDECLARATION,"o",prob21.java(19:23-19:29),"Node o"
15,DECLAREDREFERENCEEXPRESSION,"this",prob21.java(21:25-21:29),"this"
16,RETURNSTATEMENT,"",prob21.java(21:3-21:38),"return Double.compare(this.w, o.w);"
17,STATICCALLEXPRESSION,"compare",prob21.java(21:10-21:37),"Double.compare(this.w, o.w)"
