id,type,token,location,code
1,TRANSLATIONUNITDECLARATION,"/data/00000019/submissions/00970881_Sociologia_090307014/Sociologia.java",,""
2,RECORDDECLARATION,"Aluno",Sociologia.java(3:1-12:2),"class Aluno {
    boolean visitado = false;
    boolean visitadoT = false;
    LinkedList<Integer> amigos = new LinkedList<Integer>();
    LinkedList<Integer> amigosT = new LinkedList<Integer>();
    int num;
    Aluno(int x){
        num = x;
    }
}"
3,RECORDDECLARATION,"Sociologia",Sociologia.java(14:1-79:2),"class Sociologia {
    static Aluno[] alunos;
    static int c;

    public static void main (String args[]) {
        Scanner in = new Scanner(System.in);
        int nC = in.nextInt();
        for(int i=1; i<=nC; i++){
            run(in, i);
        }
    }
    
    static void dfs1(Aluno aluno, LinkedList<Aluno> f) {
        if(!aluno.visitado){
            aluno.visitado = true;
            for(int  a : aluno.amigos)
                dfs1(alunos[a], f);
            f.add(aluno);
        }
    }
    
    static void dfs2(Aluno aluno) {
        if(aluno.visitadoT)
           return;
        c++;
        aluno.visitadoT = true;
        for(int a : aluno.amigosT)
            dfs2(alunos[a]);

    }
    
    static void run(Scanner in, int caso) {
        int n = in.nextInt();
        
        alunos = new Aluno[n+1];
        for(int i=1; i<=n; i++)
            alunos[i] = new Aluno(i);
        
        LinkedList<Aluno> f = new LinkedList<Aluno>();
        
        for(int i=1; i<=n; i++) {
            int a = in.nextInt();
            int na = in.nextInt();
            for( ;na>0; na--) {
                int k = in.nextInt();
                alunos[a].amigos.add(k);
                alunos[k].amigosT.add(a);
            }
        }
        
        for(int i=1; i<=n; i++)
            dfs1(alunos[i], f);
        int x=0, y=0;
        for(Aluno a : f){
            if(a.visitadoT)
                continue;
            c = 0;
            dfs2(a);
            if(c>=4)
                x++;
            else
                y+=c;
        }
        System.out.println(""Caso #""+caso+""\n""+x+"" ""+y);
    }
}"
4,INCLUDEDECLARATION,"java.util",,""
5,FIELDDECLARATION,"this",,""
6,FIELDDECLARATION,"alunos",Sociologia.java(15:5-15:27),"alunos"
7,FIELDDECLARATION,"c",Sociologia.java(16:5-16:18),"c"
8,METHODDECLARATION,"main",Sociologia.java(18:5-24:6),"public static void main (String args[]) {
        Scanner in = new Scanner(System.in);
        int nC = in.nextInt();
        for(int i=1; i<=nC; i++){
            run(in, i);
        }
    }"
9,METHODDECLARATION,"dfs1",Sociologia.java(26:5-33:6),"static void dfs1(Aluno aluno, LinkedList<Aluno> f) {
        if(!aluno.visitado){
            aluno.visitado = true;
            for(int  a : aluno.amigos)
                dfs1(alunos[a], f);
            f.add(aluno);
        }
    }"
10,METHODDECLARATION,"dfs2",Sociologia.java(35:5-43:6),"static void dfs2(Aluno aluno) {
        if(aluno.visitadoT)
           return;
        c++;
        aluno.visitadoT = true;
        for(int a : aluno.amigosT)
            dfs2(alunos[a]);

    }"
11,METHODDECLARATION,"run",Sociologia.java(45:5-78:6),"static void run(Scanner in, int caso) {
        int n = in.nextInt();
        
        alunos = new Aluno[n+1];
        for(int i=1; i<=n; i++)
            alunos[i] = new Aluno(i);
        
        LinkedList<Aluno> f = new LinkedList<Aluno>();
        
        for(int i=1; i<=n; i++) {
            int a = in.nextInt();
            int na = in.nextInt();
            for( ;na>0; na--) {
                int k = in.nextInt();
                alunos[a].amigos.add(k);
                alunos[k].amigosT.add(a);
            }
        }
        
        for(int i=1; i<=n; i++)
            dfs1(alunos[i], f);
        int x=0, y=0;
        for(Aluno a : f){
            if(a.visitadoT)
                continue;
            c = 0;
            dfs2(a);
            if(c>=4)
                x++;
            else
                y+=c;
        }
        System.out.println(""Caso #""+caso+""\n""+x+"" ""+y);
    }"
12,CONSTRUCTORDECLARATION,"Sociologia",,""
13,VARIABLEDECLARATION,"this",,""
14,COMPOUNDSTATEMENT,"",Sociologia.java(26:56-33:6),"{
        if(!aluno.visitado){
            aluno.visitado = true;
            for(int  a : aluno.amigos)
                dfs1(alunos[a], f);
            f.add(aluno);
        }
    }"
15,PARAMVARIABLEDECLARATION,"aluno",Sociologia.java(26:22-26:33),"Aluno aluno"
16,PARAMVARIABLEDECLARATION,"f",Sociologia.java(26:35-26:54),"LinkedList<Aluno> f"
17,DECLAREDREFERENCEEXPRESSION,"aluno",Sociologia.java(27:13-27:18),"aluno"
18,RETURNSTATEMENT,"",,""
19,IFSTATEMENT,"",Sociologia.java(27:9-32:10),"if(!aluno.visitado){
            aluno.visitado = true;
            for(int  a : aluno.amigos)
                dfs1(alunos[a], f);
            f.add(aluno);
        }"
20,UNARYOPERATOR,"!",Sociologia.java(27:12-27:27),"!aluno.visitado"
21,COMPOUNDSTATEMENT,"",Sociologia.java(27:28-32:10),"{
            aluno.visitado = true;
            for(int  a : aluno.amigos)
                dfs1(alunos[a], f);
            f.add(aluno);
        }"
22,DECLAREDREFERENCEEXPRESSION,"aluno",Sociologia.java(28:13-28:18),"aluno"
23,MEMBEREXPRESSION,"visitado",Sociologia.java(27:13-27:27),"aluno.visitado"
24,BINARYOPERATOR,"=",Sociologia.java(28:13-28:35),"aluno.visitado = true;"
25,FOREACHSTATEMENT,"",Sociologia.java(29:13-30:36),"for(int  a : aluno.amigos)
                dfs1(alunos[a], f);"
26,MEMBERCALLEXPRESSION,"add",Sociologia.java(31:13-31:26),"f.add(aluno);"
27,MEMBEREXPRESSION,"visitado",Sociologia.java(28:13-28:27),"aluno.visitado"
28,LITERAL,"",Sociologia.java(28:30-28:34),"true"
29,DECLAREDREFERENCEEXPRESSION,"aluno",Sociologia.java(29:26-29:31),"aluno"
30,DECLAREDREFERENCEEXPRESSION,"add",Sociologia.java(31:15-31:18),"add"
31,DECLAREDREFERENCEEXPRESSION,"aluno",Sociologia.java(31:19-31:24),"aluno"
32,DECLAREDREFERENCEEXPRESSION,"f",Sociologia.java(31:13-31:14),"f"
33,DECLARATIONSTATEMENT,"",Sociologia.java(29:17-29:23),"int  a"
34,MEMBEREXPRESSION,"amigos",Sociologia.java(29:26-29:38),"aluno.amigos"
35,CALLEXPRESSION,"dfs1",Sociologia.java(30:17-30:36),"dfs1(alunos[a], f);"
36,VARIABLEDECLARATION,"a",Sociologia.java(29:22-29:23),"a"
37,DECLAREDREFERENCEEXPRESSION,"Sociologia",Sociologia.java(30:22-30:28),"Sociologia"
38,UNINITIALIZEDVALUE,"Uninitialized Value",,""
39,METHODDECLARATION,"dfs1",,""
40,ARRAYSUBSCRIPTIONEXPRESSION,"",Sociologia.java(30:22-30:31),"alunos[a]"
41,DECLAREDREFERENCEEXPRESSION,"f",Sociologia.java(30:33-30:34),"f"
42,PARAMVARIABLEDECLARATION,"java.util.linkedlist1",,""
43,MEMBEREXPRESSION,"alunos",Sociologia.java(30:22-30:28),"alunos"
44,DECLAREDREFERENCEEXPRESSION,"a",Sociologia.java(30:29-30:30),"a"
45,PARAMVARIABLEDECLARATION,"aluno0",,""
46,VARIABLEDECLARATION,"this",,""
47,COMPOUNDSTATEMENT,"",Sociologia.java(18:45-24:6),"{
        Scanner in = new Scanner(System.in);
        int nC = in.nextInt();
        for(int i=1; i<=nC; i++){
            run(in, i);
        }
    }"
48,PARAMVARIABLEDECLARATION,"args",Sociologia.java(18:30-18:43),"String args[]"
49,DECLAREDREFERENCEEXPRESSION,"System",Sociologia.java(19:34-19:40),"System"
50,RETURNSTATEMENT,"",,""
51,DECLARATIONSTATEMENT,"",Sociologia.java(19:9-19:45),"Scanner in = new Scanner(System.in);"
52,DECLARATIONSTATEMENT,"",Sociologia.java(20:9-20:31),"int nC = in.nextInt();"
53,FORSTATEMENT,"",Sociologia.java(21:9-23:10),"for(int i=1; i<=nC; i++){
            run(in, i);
        }"
54,VARIABLEDECLARATION,"in",Sociologia.java(19:17-19:44),"in = new Scanner(System.in)"
55,VARIABLEDECLARATION,"nC",Sociologia.java(20:13-20:30),"nC = in.nextInt()"
56,NEWEXPRESSION,"",Sociologia.java(19:22-19:44),"new Scanner(System.in)"
57,CONSTRUCTEXPRESSION,"",Sociologia.java(19:22-19:44),"new Scanner(System.in)"
58,MEMBEREXPRESSION,"in",Sociologia.java(19:34-19:43),"System.in"
59,COMPOUNDSTATEMENT,"",Sociologia.java(21:33-23:10),"{
            run(in, i);
        }"
60,DECLARATIONSTATEMENT,"",Sociologia.java(21:13-21:20),"int i=1"
61,BINARYOPERATOR,"<=",Sociologia.java(21:22-21:27),"i<=nC"
62,UNARYOPERATOR,"++",Sociologia.java(21:29-21:32),"i++"
63,VARIABLEDECLARATION,"i",Sociologia.java(21:17-21:20),"i=1"
64,DECLAREDREFERENCEEXPRESSION,"in",Sociologia.java(22:17-22:19),"in"
65,DECLAREDREFERENCEEXPRESSION,"i",Sociologia.java(21:22-21:23),"i"
66,DECLAREDREFERENCEEXPRESSION,"nC",Sociologia.java(21:25-21:27),"nC"
67,DECLAREDREFERENCEEXPRESSION,"i",Sociologia.java(21:29-21:30),"i"
68,LITERAL,"",Sociologia.java(21:19-21:20),"1"
69,CALLEXPRESSION,"run",Sociologia.java(22:13-22:24),"run(in, i);"
70,METHODDECLARATION,"run",,""
71,DECLAREDREFERENCEEXPRESSION,"i",Sociologia.java(22:21-22:22),"i"
72,PARAMVARIABLEDECLARATION,"int1",,""
73,PARAMVARIABLEDECLARATION,"java.util.scanner0",,""
74,DECLAREDREFERENCEEXPRESSION,"in",Sociologia.java(20:18-20:20),"in"
75,MEMBERCALLEXPRESSION,"nextInt",Sociologia.java(20:18-20:30),"in.nextInt()"
76,DECLAREDREFERENCEEXPRESSION,"nextInt",Sociologia.java(20:21-20:28),"nextInt"
77,VARIABLEDECLARATION,"this",,""
