id,type,token,location,code
1,TRANSLATIONUNITDECLARATION,"/data/00000056/submissions/07503094_21_201402963/Sardas.java",,""
2,RECORDDECLARATION,"Node",Sardas.java(5:1-35:2),"class Node implements Comparable<Node>{
    int number;
    boolean visited;
    float distance;
    Node parent;
    int chosen;
    float chosenValue;
    float posx;
    float posy;

    Node(boolean visited, int number, float distance, Node parent, int chosen, float chosenValue, float posx, float posy){
	this.number = number;
	this.visited = visited;
	this.distance = distance;
	this.parent = parent;
	this.chosen = chosen;
	this.chosenValue = chosenValue;
	this.posx = posx;
	this.posy = posy;
    }
    @Override
	public int compareTo(Node x){
	if(this.distance<x.distance) return -1;
	else if(this.distance>x.distance) return 1;
	else{
	    if(this.number<x.number) return -1;
	    else if(this.number>x.number) return 1;
	    else return 0;
	}
    }
}"
3,RECORDDECLARATION,"Sardas",Sardas.java(37:1-116:2),"class Sardas{


    static Node[] array;
    static float[][] connected;
    static LinkedList<Node> list;
    static int Nnodes;
    static double total;


    public static void prim(Node nod){
	total = 0;
	int flag=0;
	for(int i=0; i<Nnodes; i++){
	    array[i].distance = 999999;
	    array[i].parent = null;
	}
	nod.distance=0;
	PriorityQueue<Node> heap = new PriorityQueue<Node>();
	for(int i=0; i<Nnodes; i++){
	    heap.add(array[i]);
	}
	while(!heap.isEmpty()){
	    Node u = heap.remove();
	    if(flag==1){

		total = total + u.chosenValue;
	    }
		flag =1;
	    for(int j=0; j<Nnodes; j++){
		if(connected[u.number-1][j]!=0){
		    if(heap.contains(array[j])==true && connected[u.number-1][j]<array[j].distance){
			array[j].parent = array[u.number-1];
			array[j].distance = connected[u.number-1][j];
			heap.remove(array[j]);
			heap.add(array[j]);
			array[j].chosen = u.number;
			array[j].chosenValue = connected[u.number-1][j];
		    }
		}
	    }
	}
    }



    public static void main(String[] args){
	Scanner hello = new Scanner(System.in);
	Nnodes = hello.nextInt();

	connected = new float[Nnodes][Nnodes];
	array = new Node[Nnodes];

	for(int i=0; i<Nnodes; i++){
	    array[i] = new Node(false, i+1, 9999999, null, 0, 0, 0, 0);
	}

	for(int i=0; i<Nnodes; i++){
	    float x = hello.nextFloat();
	    float y = hello.nextFloat();
	    array[i].posx = x;
	    array[i].posy =y;
	}

	for(int i=0; i<Nnodes; i++){ 
	    float x1 = array[i].posx;
	    float y1 = array[i].posy;
	    for(int j=0;j<Nnodes; j++){
		float x2 = array[j].posx;
		float y2 = array[j].posy;
		connected[i][j] = (float)Math.sqrt(Math.pow(Math.abs(x1 - x2),2) + Math.pow(Math.abs(y1-y2),2));
	    }
	}



	prim(array[0]);
	System.out.printf(""%.2f\n"",total);
    }
}"
4,INCLUDEDECLARATION,"java.util",,""
5,INCLUDEDECLARATION,"java.io",,""
6,INCLUDEDECLARATION,"java.lang.Math",,""
7,FIELDDECLARATION,"this",,""
8,FIELDDECLARATION,"array",Sardas.java(40:5-40:25),"array"
9,FIELDDECLARATION,"connected",Sardas.java(41:5-41:32),"connected"
10,FIELDDECLARATION,"list",Sardas.java(42:5-42:34),"list"
11,FIELDDECLARATION,"Nnodes",Sardas.java(43:5-43:23),"Nnodes"
12,FIELDDECLARATION,"total",Sardas.java(44:5-44:25),"total"
13,METHODDECLARATION,"prim",Sardas.java(47:5-79:6),"public static void prim(Node nod){
	total = 0;
	int flag=0;
	for(int i=0; i<Nnodes; i++){
	    array[i].distance = 999999;
	    array[i].parent = null;
	}
	nod.distance=0;
	PriorityQueue<Node> heap = new PriorityQueue<Node>();
	for(int i=0; i<Nnodes; i++){
	    heap.add(array[i]);
	}
	while(!heap.isEmpty()){
	    Node u = heap.remove();
	    if(flag==1){

		total = total + u.chosenValue;
	    }
		flag =1;
	    for(int j=0; j<Nnodes; j++){
		if(connected[u.number-1][j]!=0){
		    if(heap.contains(array[j])==true && connected[u.number-1][j]<array[j].distance){
			array[j].parent = array[u.number-1];
			array[j].distance = connected[u.number-1][j];
			heap.remove(array[j]);
			heap.add(array[j]);
			array[j].chosen = u.number;
			array[j].chosenValue = connected[u.number-1][j];
		    }
		}
	    }
	}
    }"
14,METHODDECLARATION,"main",Sardas.java(83:5-115:6),"public static void main(String[] args){
	Scanner hello = new Scanner(System.in);
	Nnodes = hello.nextInt();

	connected = new float[Nnodes][Nnodes];
	array = new Node[Nnodes];

	for(int i=0; i<Nnodes; i++){
	    array[i] = new Node(false, i+1, 9999999, null, 0, 0, 0, 0);
	}

	for(int i=0; i<Nnodes; i++){
	    float x = hello.nextFloat();
	    float y = hello.nextFloat();
	    array[i].posx = x;
	    array[i].posy =y;
	}

	for(int i=0; i<Nnodes; i++){ 
	    float x1 = array[i].posx;
	    float y1 = array[i].posy;
	    for(int j=0;j<Nnodes; j++){
		float x2 = array[j].posx;
		float y2 = array[j].posy;
		connected[i][j] = (float)Math.sqrt(Math.pow(Math.abs(x1 - x2),2) + Math.pow(Math.abs(y1-y2),2));
	    }
	}



	prim(array[0]);
	System.out.printf(""%.2f\n"",total);
    }"
15,CONSTRUCTORDECLARATION,"Sardas",,""
16,VARIABLEDECLARATION,"this",,""
