first;second;tupleType;plagType;plagTypeGroup;tool;similarity
gpt-8.java;gpt-10.java;Plag-Plag;SMM;Progpedia56;SMM;100.0
gpt-40.java;gpt-18.java;Plag-Plag;SMM;Progpedia56;SMM;100.0
gpt-25.java;gpt-27.java;Plag-Plag;SMM;Progpedia56;SMM;99.66329966329967
gpt-40.java;gpt-32.java;Plag-Plag;SMM;Progpedia56;SMM;99.66101694915255
gpt-40.java;gpt-24.java;Plag-Plag;SMM;Progpedia56;SMM;99.64664310954063
gpt-22.java;gpt-21.java;Plag-Plag;SMM;Progpedia56;SMM;99.36305732484077
gpt-25.java;gpt-21.java;Plag-Plag;SMM;Progpedia56;SMM;99.32885906040269
gpt-25.java;gpt-32.java;Plag-Plag;SMM;Progpedia56;SMM;98.99665551839465
gpt-32.java;gpt-36.java;Plag-Plag;SMM;Progpedia56;SMM;98.7012987012987
gpt-2.java;gpt-4.java;Plag-Plag;SMM;Progpedia56;SMM;98.4126984126984
gpt-22.java;gpt-27.java;Plag-Plag;SMM;Progpedia56;SMM;97.26443768996961
gpt-15.java;gpt-14.java;Plag-Plag;SMM;Progpedia56;SMM;97.22222222222221
gpt-25.java;gpt-3.java;Plag-Plag;SMM;Progpedia56;SMM;96.68874172185431
gpt-1.java;gpt-3.java;Plag-Plag;SMM;Progpedia56;SMM;95.84664536741214
gpt-19.java;gpt-0.java;Plag-Plag;SMM;Progpedia56;SMM;95.54655870445345
gpt-32.java;gpt-3.java;Plag-Plag;SMM;Progpedia56;SMM;95.54140127388536
gpt-40.java;gpt-25.java;Plag-Plag;SMM;Progpedia56;SMM;95.23809523809523
gpt-12.java;gpt-40.java;Plag-Plag;SMM;Progpedia56;SMM;94.77351916376307
gpt-8.java;gpt-36.java;Plag-Plag;SMM;Progpedia56;SMM;94.70404984423676
gpt-49.java;gpt-40.java;Plag-Plag;SMM;Progpedia56;SMM;94.69964664310953
gpt-36.java;gpt-27.java;Plag-Plag;SMM;Progpedia56;SMM;94.44444444444444
gpt-24.java;gpt-10.java;Plag-Plag;SMM;Progpedia56;SMM;94.40993788819875
gpt-40.java;gpt-5.java;Plag-Plag;SMM;Progpedia56;SMM;94.35215946843853
gpt-13.java;gpt-31.java;Plag-Plag;SMM;Progpedia56;SMM;94.26751592356688
gpt-32.java;gpt-18.java;Plag-Plag;SMM;Progpedia56;SMM;94.23728813559322
