first;second;tupleType;plagType;plagTypeGroup;tool;similarity
subm109;gpt8-subm109;Plag-Original;Base;Progpedia19;Base;99.90557129367328
subm40;gpt10-subm40;Plag-Original;Base;Progpedia19;Base;97.6913730255164
gpt10-subm95;subm95;Plag-Original;Base;Progpedia19;Base;97.02970297029702
subm136;gpt13-subm136;Plag-Original;Base;Progpedia19;Base;96.44444444444444
subm136;gpt12-subm136;Plag-Original;Base;Progpedia19;Base;96.14512471655328
gpt10-subm109;subm109;Plag-Original;Base;Progpedia19;Base;93.95085066162571
gpt10-subm136;subm136;Plag-Original;Base;Progpedia19;Base;92.69406392694064
subm95;gpt12-subm95;Plag-Original;Base;Progpedia19;Base;92.64705882352942
subm0;gpt7-subm0;Plag-Original;Base;Progpedia19;Base;92.3076923076923
gpt9-subm136;subm136;Plag-Original;Base;Progpedia19;Base;90.69212410501193
subm95;gpt7-subm95;Plag-Original;Base;Progpedia19;Base;88.05309734513274
subm95;gpt14-subm95;Plag-Original;Base;Progpedia19;Base;86.53846153846155
subm136;gpt7-subm136;Plag-Original;Base;Progpedia19;Base;85.65400843881856
subm95;gpt13-subm95;Plag-Original;Base;Progpedia19;Base;85.6470588235294
subm136;gpt14-subm136;Plag-Original;Base;Progpedia19;Base;85.01118568232661
subm0;gpt8-subm0;Plag-Original;Base;Progpedia19;Base;84.90566037735849
gpt14-subm40;subm40;Plag-Original;Base;Progpedia19;Base;82.92682926829268
subm0;gpt13-subm0;Plag-Original;Base;Progpedia19;Base;82.89473684210526
gpt10-subm0;subm0;Plag-Original;Base;Progpedia19;Base;81.11888111888112
subm0;gpt12-subm0;Plag-Original;Base;Progpedia19;Base;80.8080808080808
subm136;gpt8-subm136;Plag-Original;Base;Progpedia19;Base;80.26030368763557
gpt9-subm0;subm0;Plag-Original;Base;Progpedia19;Base;78.32167832167832
gpt12-subm109;subm109;Plag-Original;Base;Progpedia19;Base;74.73170731707317
gpt2-subm0;subm0;Plag-Original;Base;Progpedia19;Base;74.20494699646643
gpt3-subm0;subm0;Plag-Original;Base;Progpedia19;Base;71.48014440433214
subm95;gpt8-subm95;Plag-Original;Base;Progpedia19;Base;71.30044843049326
gpt13-subm109;subm109;Plag-Original;Base;Progpedia19;Base;70.7810993249759
gpt0-subm0;subm0;Plag-Original;Base;Progpedia19;Base;70.46263345195729
gpt11-subm0;subm0;Plag-Original;Base;Progpedia19;Base;68.30985915492957
gpt4-subm0;subm0;Plag-Original;Base;Progpedia19;Base;67.6056338028169
gpt5-subm136;subm136;Plag-Original;Base;Progpedia19;Base;66.99266503667481
gpt14-subm109;subm109;Plag-Original;Base;Progpedia19;Base;66.92836113837095
gpt14-subm0;subm0;Plag-Original;Base;Progpedia19;Base;66.21621621621621
gpt5-subm0;subm0;Plag-Original;Base;Progpedia19;Base;65.95744680851064
gpt3-subm136;subm136;Plag-Original;Base;Progpedia19;Base;58.333333333333336
gpt1-subm0;subm0;Plag-Original;Base;Progpedia19;Base;55.670103092783506
gpt5-subm95;subm95;Plag-Original;Base;Progpedia19;Base;55.5858310626703
gpt0-subm95;subm95;Plag-Original;Base;Progpedia19;Base;53.591160220994475
gpt3-subm95;subm95;Plag-Original;Base;Progpedia19;Base;51.490514905149055
gpt0-subm136;subm136;Plag-Original;Base;Progpedia19;Base;51.385390428211586
gpt8-subm40;subm40;Plag-Original;Base;Progpedia19;Base;50.993377483443716
gpt4-subm95;subm95;Plag-Original;Base;Progpedia19;Base;49.45652173913043
gpt13-subm40;subm40;Plag-Original;Base;Progpedia19;Base;49.36708860759494
gpt2-subm95;subm95;Plag-Original;Base;Progpedia19;Base;48.11594202898551
gpt12-subm40;subm40;Plag-Original;Base;Progpedia19;Base;45.16129032258064
gpt7-subm40;subm40;Plag-Original;Base;Progpedia19;Base;44.93996569468268
gpt11-subm136;subm136;Plag-Original;Base;Progpedia19;Base;42.5
gpt4-subm136;subm136;Plag-Original;Base;Progpedia19;Base;42.46913580246914
gpt11-subm109;subm109;Plag-Original;Base;Progpedia19;Base;39.55801104972376
gpt5-subm40;subm40;Plag-Original;Base;Progpedia19;Base;38.88888888888889
gpt9-subm95;subm95;Plag-Original;Base;Progpedia19;Base;38.79781420765027
gpt6-subm0;subm0;Plag-Original;Base;Progpedia19;Base;37.455830388692576
gpt6-subm95;subm95;Plag-Original;Base;Progpedia19;Base;33.52941176470588
gpt4-subm40;subm40;Plag-Original;Base;Progpedia19;Base;30.905861456483123
gpt11-subm95;subm95;Plag-Original;Base;Progpedia19;Base;30.65326633165829
gpt5-subm109;subm109;Plag-Original;Base;Progpedia19;Base;27.200000000000003
gpt2-subm136;subm136;Plag-Original;Base;Progpedia19;Base;27.142857142857142
subm130;subm97;Original-Original;Base;Progpedia19;Base;26.89655172413793
gpt6-subm136;subm136;Plag-Original;Base;Progpedia19;Base;26.735218508997427
gpt1-subm95;subm95;Plag-Original;Base;Progpedia19;Base;26.21082621082621
gpt3-subm40;subm40;Plag-Original;Base;Progpedia19;Base;26.153846153846157
subm44;subm193;Original-Original;Base;Progpedia19;Base;26.060606060606062
subm183;subm191;Original-Original;Base;Progpedia19;Base;25.733634311512414
gpt11-subm40;subm40;Plag-Original;Base;Progpedia19;Base;24.84472049689441
gpt4-subm109;subm109;Plag-Original;Base;Progpedia19;Base;24.81962481962482
subm130;subm115;Original-Original;Base;Progpedia19;Base;24.22145328719723
gpt1-subm136;subm136;Plag-Original;Base;Progpedia19;Base;24.120603015075375
subm130;subm135;Original-Original;Base;Progpedia19;Base;23.92638036809816
subm195;subm44;Original-Original;Base;Progpedia19;Base;22.006472491909385
subm201;subm191;Original-Original;Base;Progpedia19;Base;21.0
gpt9-subm40;subm40;Plag-Original;Base;Progpedia19;Base;20.85661080074488
subm44;subm136;Original-Original;Base;Progpedia19;Base;20.8
subm31;subm44;Original-Original;Base;Progpedia19;Base;20.74074074074074
subm0;subm44;Original-Original;Base;Progpedia19;Base;20.394736842105264
subm130;subm201;Original-Original;Base;Progpedia19;Base;19.867549668874172
subm31;subm135;Original-Original;Base;Progpedia19;Base;18.892508143322477
subm130;subm195;Original-Original;Base;Progpedia19;Base;18.88111888111888
subm201;subm198;Original-Original;Base;Progpedia19;Base;18.56763925729443
subm13;subm135;Original-Original;Base;Progpedia19;Base;18.404907975460123
subm100;subm130;Original-Original;Base;Progpedia19;Base;18.2648401826484
subm130;subm44;Original-Original;Base;Progpedia19;Base;17.99307958477509
subm13;subm201;Original-Original;Base;Progpedia19;Base;17.880794701986755
subm31;subm13;Original-Original;Base;Progpedia19;Base;17.813765182186234
subm13;subm193;Original-Original;Base;Progpedia19;Base;17.58957654723127
subm156;subm135;Original-Original;Base;Progpedia19;Base;17.25067385444744
subm13;subm198;Original-Original;Base;Progpedia19;Base;17.008797653958943
subm44;subm183;Original-Original;Base;Progpedia19;Base;16.304347826086957
subm33;subm31;Original-Original;Base;Progpedia19;Base;16.289592760180994
subm193;subm198;Original-Original;Base;Progpedia19;Base;16.230366492146597
subm33;subm44;Original-Original;Base;Progpedia19;Base;15.209125475285171
subm13;subm129;Original-Original;Base;Progpedia19;Base;15.09433962264151
subm196;subm109;Original-Original;Base;Progpedia19;Base;14.928649835345773
subm156;subm136;Original-Original;Base;Progpedia19;Base;14.609571788413097
subm201;subm193;Original-Original;Base;Progpedia19;Base;14.577259475218659
subm44;subm95;Original-Original;Base;Progpedia19;Base;14.52513966480447
subm33;subm97;Original-Original;Base;Progpedia19;Base;14.393939393939394
subm135;subm198;Original-Original;Base;Progpedia19;Base;13.96508728179551
subm44;subm129;Original-Original;Base;Progpedia19;Base;13.870246085011187
subm116;subm201;Original-Original;Base;Progpedia19;Base;13.77049180327869
subm116;subm115;Original-Original;Base;Progpedia19;Base;13.698630136986301
subm115;subm201;Original-Original;Base;Progpedia19;Base;13.538461538461538
subm31;subm201;Original-Original;Base;Progpedia19;Base;13.427561837455832
subm130;subm183;Original-Original;Base;Progpedia19;Base;13.333333333333334
gpt0-subm109;subm109;Plag-Original;Base;Progpedia19;Base;13.247172859450727
subm31;subm5;Original-Original;Base;Progpedia19;Base;13.2013201320132
subm31;subm193;Original-Original;Base;Progpedia19;Base;13.194444444444445
subm201;subm183;Original-Original;Base;Progpedia19;Base;13.123359580052494
subm31;subm156;Original-Original;Base;Progpedia19;Base;13.013698630136986
subm116;subm97;Original-Original;Base;Progpedia19;Base;12.969283276450511
subm31;subm183;Original-Original;Base;Progpedia19;Base;12.883435582822086
subm195;subm193;Original-Original;Base;Progpedia19;Base;12.844036697247708
subm198;subm191;Original-Original;Base;Progpedia19;Base;12.756264236902052
subm201;subm135;Original-Original;Base;Progpedia19;Base;12.70718232044199
