first;second;tupleType;plagType;plagTypeGroup;tool;similarity
gpt-32.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;93.08176100628931
gpt-49.java;gpt-12.java;Plag-Plag;Base;Progpedia56;Base;92.15017064846417
gpt-22.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;91.12426035502959
gpt-40.java;gpt-32.java;Plag-Plag;Base;Progpedia56;Base;90.55374592833876
gpt-25.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;89.45686900958466
gpt-25.java;gpt-1.java;Plag-Plag;Base;Progpedia56;Base;88.81789137380191
gpt-25.java;gpt-32.java;Plag-Plag;Base;Progpedia56;Base;88.02588996763754
gpt-1.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;87.5776397515528
gpt-3.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;87.46177370030581
gpt-32.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;87.46177370030581
gpt-40.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;87.34177215189874
gpt-40.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;86.17363344051448
gpt-32.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;86.06811145510835
gpt-12.java;gpt-40.java;Plag-Plag;Base;Progpedia56;Base;85.90604026845638
gpt-13.java;gpt-31.java;Plag-Plag;Base;Progpedia56;Base;85.8934169278997
gpt-18.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;85.88957055214725
gpt-49.java;gpt-40.java;Plag-Plag;Base;Progpedia56;Base;85.42372881355932
gpt-25.java;gpt-21.java;Plag-Plag;Base;Progpedia56;Base;85.36585365853658
gpt-25.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;84.90566037735849
gpt-18.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;84.49848024316108
gpt-3.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;83.98791540785498
gpt-12.java;gpt-32.java;Plag-Plag;Base;Progpedia56;Base;83.93442622950819
gpt-49.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;83.66013071895425
gpt-49.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;83.54430379746836
gpt-49.java;gpt-32.java;Plag-Plag;Base;Progpedia56;Base;83.44370860927152
gpt-36.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;83.33333333333334
gpt-3.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;83.28267477203647
gpt-36.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;83.23353293413174
gpt-48.java;gpt-33.java;Plag-Plag;Base;Progpedia56;Base;82.45125348189416
gpt-32.java;gpt-1.java;Plag-Plag;Base;Progpedia56;Base;82.38993710691824
gpt-40.java;gpt-25.java;Plag-Plag;Base;Progpedia56;Base;81.45695364238411
gpt-25.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;81.36645962732919
gpt-1.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;80.72289156626506
gpt-32.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;80.61538461538461
gpt-12.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;80.12618296529969
gpt-1.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;80.1223241590214
gpt-8.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;79.26829268292683
gpt-8.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;79.15407854984893
gpt-49.java;gpt-13.java;Plag-Plag;Base;Progpedia56;Base;78.80794701986756
gpt-25.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;78.75
gpt-12.java;gpt-13.java;Plag-Plag;Base;Progpedia56;Base;78.68852459016394
gpt-40.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;78.36990595611285
gpt-3.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;78.3132530120482
gpt-24.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;78.23529411764706
gpt-10.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;78.16091954022988
gpt-49.java;gpt-25.java;Plag-Plag;Base;Progpedia56;Base;78.11447811447812
gpt-12.java;gpt-25.java;Plag-Plag;Base;Progpedia56;Base;78.0
gpt-22.java;gpt-21.java;Plag-Plag;Base;Progpedia56;Base;77.90697674418605
gpt-40.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;77.88161993769471
gpt-49.java;gpt-1.java;Plag-Plag;Base;Progpedia56;Base;77.77777777777779
gpt-32.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;77.74294670846395
gpt-40.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;77.56410256410257
gpt-8.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;77.47747747747748
gpt-27.java;gpt-21.java;Plag-Plag;Base;Progpedia56;Base;77.45664739884393
gpt-12.java;gpt-3.java;Plag-Plag;Base;Progpedia56;Base;77.02265372168284
gpt-40.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;76.875
gpt-1.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;76.73716012084593
gpt-40.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;76.58227848101265
gpt-1.java;gpt-21.java;Plag-Plag;Base;Progpedia56;Base;76.55786350148368
gpt-32.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;76.21951219512195
gpt-32.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;76.07361963190185
gpt-13.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;76.04790419161677
gpt-40.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;75.47169811320755
gpt-49.java;gpt-18.java;Plag-Plag;Base;Progpedia56;Base;75.40983606557377
gpt-12.java;gpt-18.java;Plag-Plag;Base;Progpedia56;Base;75.32467532467533
gpt-49.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;75.2411575562701
gpt-49.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;75.2411575562701
gpt-5.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;75.22388059701493
gpt-49.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;75.15923566878982
gpt-12.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;75.15923566878982
gpt-49.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;75.15527950310559
gpt-40.java;gpt-13.java;Plag-Plag;Base;Progpedia56;Base;74.9185667752443
gpt-49.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;74.9185667752443
gpt-12.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;74.60815047021944
gpt-40.java;gpt-1.java;Plag-Plag;Base;Progpedia56;Base;74.59807073954984
gpt-23.java;gpt-7.java;Plag-Plag;Base;Progpedia56;Base;74.3421052631579
gpt-25.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;74.30340557275542
gpt-22.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;74.20289855072464
gpt-49.java;gpt-33.java;Plag-Plag;Base;Progpedia56;Base;74.00611620795107
gpt-12.java;gpt-36.java;Plag-Plag;Base;Progpedia56;Base;73.88535031847134
gpt-27.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;73.77521613832853
gpt-36.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;73.59050445103857
gpt-40.java;gpt-18.java;Plag-Plag;Base;Progpedia56;Base;73.54838709677419
gpt-13.java;gpt-32.java;Plag-Plag;Base;Progpedia56;Base;73.24840764331209
gpt-10.java;gpt-33.java;Plag-Plag;Base;Progpedia56;Base;73.08781869688386
gpt-3.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;73.06501547987617
gpt-1.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;73.06501547987617
gpt-24.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;72.83236994219652
gpt-37.java;gpt-46.java;Plag-Plag;Base;Progpedia56;Base;72.81105990783409
gpt-5.java;gpt-10.java;Plag-Plag;Base;Progpedia56;Base;72.40356083086054
gpt-12.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;72.25806451612902
gpt-3.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;72.18934911242604
gpt-3.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;72.12121212121212
gpt-13.java;gpt-18.java;Plag-Plag;Base;Progpedia56;Base;71.92429022082018
gpt-32.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;71.8266253869969
gpt-13.java;gpt-5.java;Plag-Plag;Base;Progpedia56;Base;71.8266253869969
gpt-8.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;71.6867469879518
gpt-25.java;gpt-8.java;Plag-Plag;Base;Progpedia56;Base;71.3375796178344
gpt-32.java;gpt-18.java;Plag-Plag;Base;Progpedia56;Base;71.29337539432177
gpt-12.java;gpt-1.java;Plag-Plag;Base;Progpedia56;Base;71.19741100323624
gpt-6.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;71.17647058823529
gpt-12.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;70.76923076923077
gpt-36.java;gpt-21.java;Plag-Plag;Base;Progpedia56;Base;70.76023391812866
gpt-19.java;gpt-30.java;Plag-Plag;Base;Progpedia56;Base;70.72243346007605
gpt-49.java;gpt-27.java;Plag-Plag;Base;Progpedia56;Base;70.47619047619048
gpt-9.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;70.35830618892508
gpt-31.java;gpt-33.java;Plag-Plag;Base;Progpedia56;Base;70.34883720930233
gpt-2.java;gpt-4.java;Plag-Plag;Base;Progpedia56;Base;70.27027027027027
gpt-8.java;gpt-48.java;Plag-Plag;Base;Progpedia56;Base;70.20648967551622
gpt-13.java;gpt-24.java;Plag-Plag;Base;Progpedia56;Base;69.93865030674846
gpt-1.java;gpt-22.java;Plag-Plag;Base;Progpedia56;Base;69.90881458966565
gpt-35.java;gpt-29.java;Plag-Plag;Base;Progpedia56;Base;69.90291262135922
